directors,actors,runtime,production_company,audience_rating,G,NC17,NR,PG,PG-13,R,Action & Adventure,Animation,Anime & Manga,Art House & International,Classics,Comedy,Cult Movies,Documentary,Drama,Faith & Spirituality,Gay & Lesbian,Horror,Kids & Family,Musical & Performing Arts,Mystery & Suspense,Romance,Science Fiction & Fantasy,Special Interest,Sports & Fitness,Television,Western
Peter Mullan,"Geraldine McEwan, Anne-Marie Duff, Nora-Jane Noone, Dorothy Duffy, Eileen Walsh",119.0,Miramax Films,89.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Henry Hobson,"Arnold Schwarzenegger, Abigail Breslin, Joely Richardson, Douglas M. Griffin, J.D. Evermore",94.0,Lionsgate Films,32.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Rebecca Miller,"Greta Gerwig, Ethan Hawke, Julianne Moore, Travis Fimmel, Bill Hader",98.0,Rachael Horovitz Productions,52.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kenneth Branagh,"Joseph Kaiser, Amy Carson, Benjamin Jay Davis, Silvia Moi, Rene Pape",135.0,Surrogate,65.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Woody Allen,"Eileen Atkins, Colin Firth, Marcia Gay Harden, Emma Stone, Hamish Linklater",97.0,Sony Pictures Classics,45.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Steven Soderbergh,"Channing Tatum, Alex Pettyfer, Matt Bomer, Joe Manganiello, Matthew McConaughey",110.0,Warner Bros. Pictures,60.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gregory Jacobs,"Channing Tatum, Matt Bomer, Joe Manganiello, Kevin Nash, Adam Rodriguez",115.0,Warner Bros. Pictures,55.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Gibney, Alison Ellwood","Ken Kesey, Allen Ginsberg, Timothy Leary, The Grateful Dead, Ken Babbs",90.0,Magnolia Pictures,62.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Wayne Wang,"Ralph Fiennes, Jennifer Lopez, Natasha Richardson, Stanley Tucci, Bob Hoskins",105.0,Columbia Pictures,43.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Huck Botko, Andrew Gurland","Andrew Gurland, Eugenia Yuan, Adrian Martinez, Deborah Teng, Huck Botko",91.0,First Independent Pictures,68.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"John Doyle, John W. Doyle","Ellen Burstyn, Colin Firth, Megan Ellison, Patricia Clarkson, Orlando Bloom",92.0,Magnolia Pictures,11.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Frank Darabont,"Jim Carrey, Martin Landau, Laurie Holden, Allen Garfield, Amanda Detmer",152.0,Universal Pictures,60.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Clay Tweel,"Siphiwe Fangase, Hiroki Hara, Bill Koch, Krystyn Lambert, Derek McKee",89.0,Firefly Inc./Level 22,74.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Darren Grant,"Mary Elizabeth Winstead, Riley Smith, John Reardon, Julissa Bermudez, Ashley Roberts",90.0,The Weinstein Co./MGM,40.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Duane Adler,"BoA Kwon, Derek Hough, Will Yun Lee, Miki Ishikawa, Wesley Jonathan",110.0,FilmDisctrict,48.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Gus Van Sant,"Tim Streeter, Bob Pitchlynn, Doug Cooeyate, Ray Monge, Nyla McCarthy",75.0,Janus Films,64.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Robert Stromberg,"Angelina Jolie, Sharlto Copley, Elle Fanning, Brenton Thwaites, Imelda Staunton",98.0,Walt Disney Pictures,70.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Joachim Rønning,"Angelina Jolie, Elle Fanning, Michelle Pfeiffer, Sam Riley, Imelda Staunton",118.0,Walt Disney Pictures,95.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
John Whitesell,"Jamie Kennedy, Taye Diggs, Anthony Anderson, Regina Hall, Ryan O'Neal",86.0,Warner Bros.,54.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Muschietti,"Jessica Chastain, Nikolaj Coster-Waldau, Megan Charpentier, Isabelle Nélisse, Daniel Kash",100.0,Universal Pictures,55.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tim Hamilton,"Diane Keaton, Jon Heder, Jeff Daniels, Anna Faris, Dorian Missick",89.0,Warner Independent Pictures,26.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Émile Gaudreault,"Luke Kirby, Paul Sorvino, Ginette Reno, Johnny Griffin, Claudia Ferri",88.0,Samuel Goldwyn Company,66.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Phyllida Lloyd,"Meryl Streep, Pierce Brosnan, Amanda Seyfried, Colin Firth, Stellan Skarsgård",109.0,Universal Pictures,66.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Ol Parker,"Meryl Streep, Pierce Brosnan, Colin Firth, Stellan Skarsgård, Julie Walters",114.0,Universal Pictures,66.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mike Binder,"Ben Affleck, Rebecca Romijn, John Cleese, Samuel Ball, Mike Binder",97.0,Media 8 Entertainment,29.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
F. Gary Gray,"Vin Diesel, Larenz Tate, Timothy Olyphant, Jacqueline Obradors, Geno Silva",109.0,New Line Cinema,62.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Dito Montiel,"Shia LaBeouf, Jai Courtney, Gary Oldman, Kate Mara, Tory Kittles",90.0,Krannel Pictures,58.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
George Hickenlooper,,105.0,Fireworks Pictures,54.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lee Jeong-beom,"Bin Won, Kim Sae-ron, Hyo-seo Kim, Kim Tae hoon, Kim Hee-won",119.0,Well Go USA,90.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keanu Reeves,"Keanu Reeves, Karen Mok, Tiger Hu Chen, Iko Uwais, Simon Yam",105.0,Radius-TWC,50.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Herek,"Tommy Lee Jones, Cedric the Entertainer, Christina Milian, Paula Garcés, Monica Keena",100.0,Columbia Pictures,46.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barry Levinson,"Robin Williams, Christopher Walken, Laura Linney, Jeff Goldblum, Lewis Black",115.0,Universal Pictures,45.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Asger Leth,"Sam Worthington, Elizabeth Banks, Jamie Bell, Anthony Mackie, Edward Burns",102.0,Summit Entertainment,52.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Tony Scott,"Denzel Washington, Dakota Fanning, Marc Anthony, Radha Mitchell, Christopher Walken",145.0,20th Century Fox,89.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
James Marsh,"Philippe Petit, Alan Welner, Annie Allix, Jean François Heckel, Jim Moore",90.0,Magnolia Pictures,87.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ramin Bahrani,"Ahmad Razvi, Leticia Dolera, Ali Reza, Charles Daniel Sandoval, Farooq Muhammad",86.0,Films Philos,66.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ben Palmer,"Ken Stott, Lake Bell, Olivia Williams, Ophelia Lovibond, Henry Lloyd-Hughes",88.0,LionsGate Entertainment,69.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Joel Coen,"Billy Bob Thornton, Frances McDormand, Michael Badalucco, James Gandolfini, Scarlett Johansson",116.0,USA Films,85.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Aki Kaurismäki,"Markku Peltola, Kati Outinen, Juhani Niemelä, Kaija Pakarinen, Sakari Kuosmanen",97.0,Sony Pictures Classics,90.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Belber,"Jennifer Aniston, Steve Zahn, Woody Harrelson, Fred Ward, Margo Martindale",93.0,IDP/Samuel goldwyn Films,30.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Stephanie Spray, Pacho Velez","Chabbi Lal Gandharba, Anish Gandharba, Bindu Gayek, Narayan Gayek, Gopika Gayek",118.0,Cinema Guild,61.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Kenneth Lonergan,"Casey Affleck, Kyle Chandler, Lucas Hedges, Gretchen Mol, Josh Hamilton",137.0,Roadside Attractions ,78.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Demme,"Denzel Washington, Meryl Streep, Liev Schreiber, Jeffrey Wright, Kimberly Elise",130.0,Paramount Pictures,63.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Jason Kohn,"Jader Barbalho, Claudio Fonteles, Helbio Dias, Juarez Avelar, Paulo Lamarao",85.0,Slowhand Cinema Releasing,86.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Justin Chadwick,"Idris Elba, Naomie Harris, Tony Kgoroge, Riaad Moosa, Jamie Bartlett",146.0,The Weinstein Co.,68.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lars von Trier,"Bryce Dallas Howard, Isaach De Bankolé, Danny Glover, Willem Dafoe, Jeremy Davies",139.0,IFC Films,75.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Jonathan Levine,"Amber Heard, Anson Mount, Michael Welch, Whitney Able, Edwin Hodge",90.0,Radius-TWC,31.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Panos Cosmatos,"Nicolas Cage, Andrea Riseborough, Linus Roache, Ned Dennehy, Olwen Fouéré",121.0,RLJE Films,66.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
David Gordon Green,"Al Pacino, Holly Hunter, Harmony Korine, Chris Messina, Natalie Wilemon",97.0,IFC Films,24.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Franck Khalfoun,"Elijah Wood, Nora Arnezeder, Genevieve Alexandra, Megan Duffy, Jan Broberg",89.0,IFC Midnight,44.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jordan Melamed,"Joseph Gordon-Levitt, Zooey Deschanel, Michael Bacall, Don Cheadle, Elden Henson",100.0,IFC Films,79.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Don DeLeon,"Nikki Brown, Rene Cadet",95.0,,55.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Leon Gast, Ryan Moore","Manny Pacquiao, Liam Neeson, Jeremy Piven, Jimmy Kimmel, Mark Wahlberg",88.0,Gravitas Ventures,65.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
Morgan Spurlock,"Jason Bateman, Adam Carolla, Zach Galifianakis, Will Arnett, Paul Rudd",84.0,Paladin Films,23.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Jim Van Bebber,"Marcelo Games, Marc Pitman, Leslie Orr, Maureen Allisse, Marueen Allisse",95.0,Blue Underground,50.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jennifer Baichwal,Edward Burtynsky,86.0,Zeitgeist Films,80.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Bruce Beresford,"Bruce Greenwood, Kyle MacLachlan, Joan Chen, Chi Cao, Shuangbao Wang",117.0,Samuel Goldwyn Films,76.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
David Cronenberg,"Julianne Moore, John Cusack, Robert Pattinson, Mia Wasikowska, Olivia Williams",112.0,Focus Features,44.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Todd Louiso,"Jason Schwartzman, Ben Stiller, Anna Kendrick, Jay Paulson, Todd Louiso",80.0,Paramount Vantage,14.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luc Jacquet,"Romane Bohringer, Charles Berling, Jules Sitruk, Morgan Freeman, Jeff Schindler",80.0,Warner Independent Pictures,81.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Richard Benjamin,"Lisa Kudrow, Damon Wayans, Richard Benjamin, Christine Baranski, Paula Garcés",84.0,Paramount Pictures,30.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Takashi Shimizu,"Shin'ya Tsukamoto, Tomomi Miyashita, Kazuhiro Nakahara, Miho Ninagawa, Shun Sugata",92.0,Tartan Films,50.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Kenneth Lonergan,"Anna Paquin, Matt Damon, Mark Ruffalo, Matthew Broderick, Jean Reno",149.0,Fox Searchlight,48.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
J.C. Chandor,"Kevin Spacey, Paul Bettany, Jeremy Irons, Zachary Quinto, Penn Badgley",109.0,Roadside Attractions,74.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Noah Baumbach,"Nicole Kidman, Jennifer Jason Leigh, Jack Black, John Turturro, Flora Cross",91.0,Paramount Vantage,40.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Joshua Marston,"Catalina Sandino Moreno, Yenny Paola Vega, Virginia Ariza, Virgina Ariza, Johanna Andrea Mora",101.0,New Line Cinema,87.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Marie Noelle,"Karolina Gruszka, Arieh Worthalter, Charles Berling, André Wilms, Malik Zidi",100.0,Big World Pictures,55.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Willard Carroll,"Ali Larter, Salman Khan, Nandana Sen, Ian Bohen, Simone Singh",112.0,Becker Films International,40.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randall Miller,"Robert Carlyle, Marisa Tomei, Mary Steenburgen, Sean Astin, Donnie Wahlberg",103.0,Samuel Goldwyn Films,61.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"Matthew Akers, Jeff Dupre","Marina Abramovic, Ulay, Klaus Biesenbach, Davide Balliano, Chrissie Iles",106.0,Music Box Films,88.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
John Bonito,"John Cena, Robert Patrick, Anthony Ray Carlson, Kelly Carlson, Anthony Ray Parker",91.0,20th Century Fox,60.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wiebke von Carolsfeld,"Molly Parker, Stacy Smith, Rebecca Jenkins, Marguerite McNeil, Ellen Page",90.0,ABC Distribution Co.,62.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Michael Almereyda,"Jon Hamm, Geena Davis, Lois Smith, Tim Robbins, Stephanie Andujar",99.0,FilmRise,62.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Peter Landesman,"Liam Neeson, Diane Lane, Marton Csokas, Josh Lucas, Tony Goldwyn",103.0,Sony Pictures Classics,40.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Macdonald,"Bob Marley, Rita Marley, Neville 'Bunny Wailer' Livingston, Chris Blackwell, Cindy Breakspeare",144.0,Magnolia Pictures,90.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
David Frankel,"Owen Wilson, Jennifer Aniston, Alan Arkin, Eric Dane, Kathleen Turner",116.0,20th Century Fox,75.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Dey,"Owen Wilson, Emma Stone, George Lopez, Christopher Mintz-Plasse, Steve Coogan",88.0,20th Century Fox,42.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Simon Wells,"Seth Green, Elisabeth Harnois, Tom Everett Scott, Mindy Sterling, Kevin Cahoon",88.0,Walt Disney Pictures,40.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Reginald Hudlin,"Chadwick Boseman, Josh Gad, Kate Hudson, Dan Stevens, Sterling K. Brown",118.0,Open Road Films,84.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sean Durkin,"Elizabeth Olsen, Sarah Paulson, John Hawkes, Hugh Dancy, Brady Corbet",101.0,Fox Searchlight,71.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Menno Meyjes,"John Cusack, Bobby Coleman, Amanda Peet, Sophie Okonedo, Anjelica Huston",106.0,New Line Cinema,72.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pascal Laugier,"Morjane Alaoui, Morjana Alaoui, Mylène Jampanoï, Catherine Bégin, Robert Toupin",97.0,Bir Film,69.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
,,143.0,Walt Disney Pictures,91.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jeff Malmberg,Mark Hogancamp,83.0,The Cinema Guild,87.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Hiromasa Yonebayashi,"Hana Sugisaki, Ryûnosuke Kamiki, Yuki Amami, Fumiyo Kohinata, Hikari Mitsushima",103.0,GKIDS,71.0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josie Rourke,"Saoirse Ronan, Margot Robbie, Jack Lowden, Joe Alwyn, David Tennant",124.0,Focus Features,41.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Larry Charles,"Bob Dylan, Jeff Bridges, John Goodman, Jessica Lange, Luke Wilson",112.0,Sony Pictures Classics,45.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Choo Chang-Min,"Lee Byung-hun, Han Hyo-joo, Ryu Seung-ryong, Kim In-kwon, Seung-yong Ryoo",131.0,CJ Entertainment America,89.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Peter Weir,"Russell Crowe, Paul Bettany, James D'Arcy, Edward Woodall, Max Pirkis",139.0,20th Century Fox,80.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Perry Andelin Blake,"Dana Carvey, Jennifer Esposito, Harold Gould, James Brolin, Brent Spiner",80.0,Columbia Pictures,33.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jared Hess,"Zach Galifianakis, Owen Wilson, Kristen Wiig, Ken Marino, Jason Sudeikis",95.0,Relativity Media,35.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Belber,"Patrick Stewart, Carla Gugino, Matthew Lillard, Jaime Tirelli, Rob Yang",92.0,IFC Films,67.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Woody Allen,"Scarlett Johansson, Matthew Goode, Emily Mortimer, Brian Cox, Rupert Penry-Jones",124.0,Dreamworks,81.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Ridley Scott,"Nicolas Cage, Alison Lohman, Sam Rockwell, Bruce McGill, Bruce Altman",116.0,Warner Bros. Pictures,74.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Martha Coolidge,"Hilary Duff, Haylie Duff, Anjelica Huston, Lukas Haas, Maria Conchita Alonso",97.0,MGM/UA,44.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Lana Wachowski, Lilly Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Monica Bellucci",138.0,Warner Bros. Pictures,72.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Lana Wachowski, Lilly Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Nona Gaye, Clayton Watson",130.0,Warner Bros. Pictures,60.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Aisling Walsh,"Sally Hawkins, Ethan Hawke, Kari Matchett, Gabrielle Rose, Zachary Bennett",115.0,Sony Pictures Classics,89.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Charles Binamé,"Roy Dupuis, Stephen McHattie, Sean Avery, Michel Barrette, Rick Bramucci",120.0,Palm Pictures,88.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Menno Meyjes,"John Cusack, Noah Taylor, Leelee Sobieski, Paul Hipp, Molly Parker",109.0,Lions Gate Films,64.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Boaz Yakin, Sheldon Lettich","Josh Wiggins, Lauren Graham, Thomas Haden Church, Jay Hernandez, Luke Kleintank",111.0,Warner Bros. Pictures,70.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Hill,"Alex D. Linz, Larry Miller, Jamie Kennedy, Zena Grey, Josh Peck",86.0,Buena Vista Pictures,38.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Joachim Rønning, Espen Sandberg","Askel Hennie, Aksel Hennie, Agnes Kittelsen, Nicolai Cleve Broch, Ken Duken",118.0,Nordisk Film Biograf Distribution,83.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
John Moore (V),"Mark Wahlberg, Mila Kunis, Beau Bridges, Chris ""Ludacris"" Bridges, Chris O'Donnell",99.0,20th Century Fox,29.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Stewart Hendler,"Ben Winchell, Maria Bello, Ana Villafañe, Josh Brener, Andy Garcia",92.0,Open Road Films,48.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
James D. Scurlock,"Chris Barrett, Jimmy Carter, Bill Clinton, Robin Leach, Luke McCabe",90.0,Magnolia Pictures,70.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Lucky McKee,"Angela Bettis, Jeremy Sisto, Anna Faris, James Duval, Nichole M. Hiltz",95.0,Lionsgate Releasing,75.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Joe Lynch (V),"Steven Yeun, Samara Weaving, Dallas Mark Roberts, Caroline Chikezie, Mark Frost (II)",86.0,RLJE Films,64.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rob Morrow,"Rob Morrow, Laura Linney, Craig Sheffer, Rose Gregorio, Gia Carides",97.0,Regent Releasing,45.0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Wes Ball,"Kaya Scodelario, Thomas Sangster, Rosa Salazar, Giancarlo Esposito, Dexter Darden",142.0,20th Century Fox,59.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Wes Ball,"Dylan O'Brien, Thomas Sangster, Kaya Scodelario, Aidan Gillen, Ki Hong Lee",131.0,20th Century Fox,54.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
